Unnamed: 0,Unternehmensname Latin alphabet,Inactive,Quoted,Branch,OwnData,Woco,ISO Ländercode,NACE Rev. 2 Core Code (4 Ziffern),Konsolidierungscode,Letztes verf. Jahr,Betriebsertrag (Umsatz) tsd EUR Letztes verf. Jahr,Anzahl der Mitarbeiter Letztes verf. Jahr,EBITDA tsd EUR Letztes verf. Jahr,AI_FDE_Match,Screening_Reasoning
119.0,SOS SOFTWARE SERVICE GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2025,55423.46708,63,1900.2172,False,"SOS Software Service GmbH primarily operates as a specialized software distributor and license management provider for engineering and scientific software, rather than a custom software development or AI engineering firm. Their business model centers on the resale and procurement of third-party technical tools rather than building, deploying, or maintaining proprietary AI pipelines or RAG systems. Consequently, the company lacks the technical mandate and development infrastructure required to meet the FDE investment criteria."
120.0,PMG PRESSE-MONITOR GMBH & CO. KG,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,62243.78311,73,6504.40984,False,"PMG Presse-Monitor is a traditional media monitoring and clipping service provider focused on aggregating press content rather than providing software engineering or AI implementation services. Their business model centers on information services and database access for media analysis, which does not align with the requirement for forward-deployed AI engineering or high-end technical architecture consulting. Consequently, they do not possess the core engineering capabilities or market positioning required to function as an AI FDE partner."
121.0,E.INFRA GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,62044.92089,292,1685.86258,False,"E.INFRA GMBH is a specialized German engineering firm primarily focused on energy infrastructure, telecommunications, and digital civil engineering construction rather than enterprise AI software services. Their operations center on physical infrastructure, power grids, and fiber optic deployments, which falls outside the scope of our AI Forward Deployed Engineering investment thesis. There is no evidence of the software engineering capacity or AI research-to-application focus required for our investment criteria."
122.0,AE,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,61968.811,322,4411.854,True,"AE is a high-end Belgian IT consultancy that has already moved beyond basic software development to offer structured AI and data services, including generative AI strategy, LLM integration, and AI-driven process automation. Their technical expertise in building robust, data-centric architectures makes them an ideal candidate for an AI FDE strategy. Their market positioning demonstrates the necessary maturity and engineering depth to bridge complex enterprise data silos with scalable AI workflows."
123.0,VERTIGIS GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,61559.97052,203,8992.35398,False,"VertiGIS is a specialized geographic information system (GIS) software company focused on mapping, asset management, and spatial analytics rather than general-purpose AI deployment. While they possess domain-specific engineering expertise, their business model is centered on proprietary vertical software products and GIS-specific consultancy. They do not fit the 'Forward Deployed Engineering' thesis which prioritizes firms that build bespoke, multi-modal AI pipelines and enterprise LLM integrations."
124.0,BNP PARIBAS PARTNERS FOR INNOVATION BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,61128.136,5,10261.206,False,"BNP Paribas Partners for Innovation (BP2I) is a specialized IT subsidiary functioning as an internal captive service provider for the BNP Paribas Group. Its primary mandate is to manage, maintain, and support the banking group's existing IT infrastructure and legacy systems rather than acting as an external, agile AI Forward Deployed Engineering firm. As a captive entity focused on internal operational stability, it lacks the commercial mandate and independent market positioning required for our investment thesis."
125.0,GLOBETEAM A/S,Nein,Nein,Nein,Nein,Nein,DK,6202,C2,2024,60796.77707678,46,6378.32655654593,True,"Globeteam A/S is a highly technical consultancy specializing in complex IT infrastructure, cloud migration, and data platform engineering, which serves as a robust foundation for AI integration. They maintain high-level expertise in Microsoft Azure and advanced data architectures, placing them in an ideal position to execute custom AI deployments and enterprise-grade RAG systems. Their strong engineering culture and existing strategic advisory relationships with large enterprise clients provide a clear pathway to scaling specialized AI Forward Deployed Engineering services."
126.0,BLACKNED GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,60745.25209,195,3515.4634,False,"BLACKNED GMBH specializes in tactical C4I (Command, Control, Communications, Computers, and Intelligence) systems and mission-critical communication infrastructure for the defense sector, primarily through their TACNET platform. While they maintain high engineering standards in software development, their core competency is hardware-integrated communication networks and defense systems architecture rather than general-purpose AI deployment, RAG, or agentic workflow integration. They operate as a specialized defense systems integrator rather than an AI-focused FDE partner suitable for this specific investment thesis."
127.0,NEWIN,Nein,Nein,Nein,Nein,Nein,BE,4222,U1,2024,60288.995,127,6304.799,False,"NEWIN (NACE 4222) specializes in the construction of utility projects for electricity and telecommunications, focusing on physical infrastructure rather than software engineering. As a civil and electrical engineering contractor, the company lacks the technical stack, AI domain expertise, and software development focus required by the FDE investment thesis. Consequently, it falls outside the target scope of B2B tech and AI-focused investment opportunities."
128.0,S&N INVENT GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2022,57920.3986,270,4082.348,True,"S&N Invent GmbH is a specialized IT consultancy with a strong focus on complex software architecture, cloud-native development, and digital transformation within the German enterprise sector. They demonstrate high technical maturity and an established ability to integrate advanced data analytics and automation, which positions them as an ideal candidate for pivoting toward full-scale AI Forward Deployed Engineering. Their existing footprint in financial services and infrastructure provides a high-value pipeline for implementing proprietary RAG and multi-agent workflows."
129.0,DXC TECHNOLOGY BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,6201,U2,2024,56348.65,166,3356.653,False,"DXC Technology is a massive, global IT services incumbent focused on large-scale infrastructure management, legacy modernization, and outsourcing, rather than the agile AI forward-deployed engineering thesis. While they have global AI capabilities, the Belgian entity functions primarily as a massive integrator for enterprise IT rather than a specialized firm focused on custom AI pipelines or RAG workflows. Given their size and service model, they are fundamentally ill-suited for a targeted investment in high-velocity, boutique FDE firms."
130.0,SAPIENT GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2024,58602.86898,275,1527.37251,True,"Sapient (part of Publicis Sapient) is a premier digital transformation consultancy with significant expertise in engineering, cloud architecture, and data science. Their established track record in large-scale enterprise technology implementation and recent investments in Generative AI services positions them as a strong candidate for the 'High Potential' criteria. They possess the required technical depth and human capital to scale complex AI pipelines and multi-agent workflows for global enterprise clients."
131.0,XL2 GMBH,Nein,Nein,Nein,Nein,Ja,DE,6202,U1,2024,58505.40676,242,9457.87593,True,"XL2 GmbH is a strategic joint venture between Audi and Capgemini, specifically focused on digital transformation and next-generation software engineering for the automotive industry. They possess deep expertise in cloud-native development, big data, and advanced analytics, providing the necessary infrastructure and engineering maturity to scale AI deployments. Given their focus on industrial-grade software solutions, they represent a high-potential firm with the technical foundation to successfully pivot into complex AI orchestration and model integration for the manufacturing sector."
132.0,ARXUS,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,58492.773,76,5363.667,True,"ARXUS is a high-end Belgian managed cloud and digital transformation specialist that already manages complex, mission-critical infrastructure for enterprise clients. Their deep expertise in cloud architecture, data platform management, and secure IT governance provides the ideal foundation for scaling AI Forward Deployed Engineering. By leveraging their existing technical integration capabilities and high-trust enterprise relationships, they are well-positioned to pivot into the deployment of RAG systems and multi-agent AI workflows for their established client base."
133.0,VGL PUBLISHING AG,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,58451.92794,66,9830.43403,False,"VGL Publishing AG operates primarily as a digital media and comparison portal company focused on consumer product reviews and lead generation through platforms like Vergleich.org. Their business model is centered on affiliate marketing and content aggregation rather than providing custom software engineering, enterprise AI deployment, or infrastructure services. Consequently, they do not align with the FDE thesis as they lack the technical service orientation required for AI systems integration."
134.0,"PROSOZ HERTEN SOFTWAREENTWICKLUNGS- UND BERATUNGSGESELLSCHAFT FUER GEMEINDEN, STAEDTE UND KREISE MBH",Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,58419.78821,505,2683.31908,False,"PROSOZ Herten is a specialized vertical SaaS and IT service provider focused exclusively on administrative software for the German public sector (e.g., social welfare management, youth services). Their business model is anchored in legacy-heavy government domain expertise and monolithic software maintenance rather than cutting-edge AI engineering or bespoke deployment services. While they provide essential digital infrastructure, they operate as a specialized provider for municipalities rather than an AI-native consultancy or an 'AI Forward Deployed Engineering' firm."
135.0,SIMCORP BENELUX,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,58288.516,38,3717.681,False,"SimCorp is a specialized financial software company focused on providing integrated investment management solutions (IBOR/ABOR) for asset managers and institutional investors. Their operations are centered on proprietary core product licensing and implementation rather than bespoke AI engineering, custom pipeline development, or cross-industry AI consulting. Consequently, they do not align with our thesis of a flexible, forward-deployed engineering firm capable of pivoting toward custom multi-agent workflows and modular AI deployment."
136.0,SINCH GERMANY GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2023,54627.06359,23,2916.96475,False,"Sinch Germany GmbH is primarily a Communications Platform as a Service (CPaaS) provider focusing on cloud-based omnichannel communication APIs, such as SMS, WhatsApp, and voice services. While they integrate AI for conversational chatbots and messaging automation, their core business model revolves around communication infrastructure and API aggregation rather than providing custom forward-deployed AI engineering services or bespoke RAG/multi-agent pipeline development for enterprises. They do not meet the core thesis requirement of being a custom AI deployment consultancy."
137.0,ABB E-MOBILITY GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,58087.26508,89,5196.08014,False,"ABB E-Mobility is an industrial hardware-centric company focused on manufacturing EV charging infrastructure and energy management systems rather than software engineering or AI deployment services. While they utilize data for grid management, their core business model is rooted in the design and production of physical charging assets. They do not meet the criteria for an AI Forward Deployed Engineering firm as defined in the thesis."
138.0,ZORGCONNECT,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,58040.165,14,1520.621,False,"ZorgConnect operates primarily as a niche IT service provider focused on digital connectivity and workflow integration within the Belgian healthcare sector. Their current service portfolio centers on secure data exchange and administrative interoperability rather than AI engineering, RAG pipelines, or LLM deployment. As a specialized integration firm for legacy medical software systems, they lack the technical trajectory toward forward-deployed AI engineering required by our investment thesis."
139.0,BLINKS LABS GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,56275.27762,142,3794.23508,True,"Blinks Labs GmbH specializes in custom software engineering and digital product development, positioning them as a strong candidate for an AI FDE pivot. Their technical focus on complex architecture and bespoke software solutions aligns with the high-end engineering capabilities required to deploy RAG systems and multi-agent workflows. As an NACE 6201 firm, they possess the requisite infrastructure and talent density to transition from traditional software development to advanced enterprise AI implementation."
140.0,KYNDRYL DEUTSCHLAND AVIATION INDUSTRY SERVICES GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,55404.79829,65,5289.05387,False,"Kyndryl Deutschland Aviation Industry Services GmbH operates as a specialized subsidiary focused on IT infrastructure and managed services specifically for the aviation and logistics sector. Their business model is centered on legacy systems management, infrastructure maintenance, and operational IT support rather than high-end AI research, RAG pipeline development, or custom machine learning engineering. While they possess deep domain expertise, their focus remains on traditional enterprise IT stability rather than the rapid, agile deployment of generative AI or custom agentic workflows required by the FDE thesis."
141.0,VENZO A/S,Nein,Nein,Nein,Nein,Nein,DK,6202,U1,2025,50752.0950727671,163,5123.90718980064,True,"VENZO is a sophisticated Danish consultancy with deep expertise in cloud architecture, data platforms, and modern application development, which aligns with our criteria for firms capable of pivoting to AI scaling. They actively provide specialized services in data engineering and machine learning workflows, bridging the gap between infrastructure and business outcomes. Their technical maturity and current focus on AI-driven digital transformation make them a high-potential candidate for our FDE investment thesis."
142.0,INFRONT FINANCIAL TECHNOLOGY GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U2,2024,57368.84609,172,4912.96447,False,"Infront Financial Technology provides specialized market data, trading platforms, and financial analytics software rather than custom AI deployment or general-purpose engineering services. Their core business is product-based financial software solutions rather than the consultatory, forward-deployed engineering model required for this thesis. Consequently, they do not align with our focus on custom AI pipeline development or enterprise AI integration services."
143.0,T.CON GMBH & CO. KG,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2024,57259.95931,378,6616.48059,True,"T.CON is a specialized SAP consultancy and software development firm with a deep focus on manufacturing and supply chain digitalization. Their long-standing technical expertise in enterprise system architecture and industrial data processing provides a strong foundation for scaling AI-driven operational workflows. Given their existing deployment of smart factory solutions and data-intensive process automation, they possess the high-quality engineering capability required to pivot into enterprise-grade RAG and AI-driven pipeline integration for industrial clients."
144.0,ORANGE CYBERDEFENSE GERMANY GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,57195.93761,156,1157.81028,False,"Orange Cyberdefense is a large-scale, enterprise-focused managed security services provider (MSSP) primarily concentrated on cybersecurity operations, threat intelligence, and managed detection and response. While they leverage AI/ML internally for threat detection, their business model is deeply rooted in security product integration and managed infrastructure rather than providing custom 'Forward Deployed Engineering' for AI-native application development or bespoke enterprise RAG workflows. They function as a security partner rather than an AI-driven digital transformation consultancy."
145.0,NEXUZHEALTH,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,57158.862,245,8840.286,False,"Nexuzhealth is a specialized health-tech company focused on its proprietary electronic patient record (EPR) software and integrated clinical information systems for hospitals. While they possess deep domain expertise in healthcare data, their primary business model revolves around maintaining and operating a mature vertical SaaS platform rather than providing general-purpose AI Forward Deployed Engineering services. They do not fit the criteria of a consultancy or firm specialized in building custom AI pipelines and multi-agent workflows for third-party enterprise clients."
146.0,CLEVERBRIDGE GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U2,2024,57150.67457,163,14132.957471,False,"Cleverbridge GmbH operates as a global e-commerce and subscription billing platform specifically focused on digital goods and software vendors. Their business model is centered on payment processing, merchant of record services, and tax compliance rather than software engineering or AI implementation services. Consequently, they do not align with our AI Forward Deployed Engineering thesis as they lack the custom consulting or technical deployment capabilities required for this investment mandate."
147.0,COMPUTER TASK GROUP BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,4690,U1,2024,57056.458,355,2843.904,False,"Computer Task Group (CTG) is a global IT services and staffing firm that primarily focuses on traditional managed services, IT staffing, and business process outsourcing. Their operational profile under NACE 4690 and their legacy business model prioritize volume-based labor and enterprise infrastructure support over the high-end specialized AI engineering required for FDE deployment. They lack the dedicated focus on proprietary RAG systems and multi-agent workflows necessary to meet our high-conviction investment criteria."
148.0,GDV DIENSTLEISTUNGS-GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,56959.57112,405,10223.19151,False,"GDV Dienstleistungs-GmbH primarily functions as a provider of specialized IT services and operational support within the German insurance industry, specifically managing data processes for the Gesamtverband der Versicherer (GDV). Their business model is centered on industry-specific administrative services and mainframe-adjacent data infrastructure rather than agile AI/ML development. They do not demonstrate the technical focus on custom AI pipelines or FDE capabilities required by the investment thesis."
149.0,BE-TERNA GMBH,Nein,Nein,Nein,Nein,Nein,AT,6209,U1,2024,56929.38401,284,2326.91081,True,"BE-TERNA is a prominent European business solutions provider specializing in digital transformation, ERP, and cloud infrastructure, possessing the deep technical architecture capabilities required for complex enterprise integration. Given their significant footprint in data-driven consulting and focus on Microsoft ecosystem technologies, they represent a high-potential asset for pivoting toward scaled AI deployment and RAG-based enterprise solutions. Their existing service portfolio demonstrates the necessary engineering rigor to transition from traditional cloud consultancy to advanced FDE workflows."
150.0,FASHION DIGITAL GMBH & CO. KG,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,56752.26141,185,1568.50843,False,"FASHION DIGITAL GMBH & CO. KG operates primarily as a niche e-commerce and retail-focused service provider rather than a high-end AI engineering consultancy. Their focus is centered on digital retail strategy, e-commerce platform maintenance, and fashion-specific business operations rather than custom AI pipeline development or enterprise-grade LLM integration. They do not demonstrate the technical maturity or the specialized RAG/multi-agent workflow capabilities required by the AI FDE investment thesis."
151.0,EXCLUSIVE NETWORKS AUSTRIA GMBH,Nein,Nein,Nein,Nein,Nein,AT,6209,U1,2023,53298.57842,20,1815.9328,False,"Exclusive Networks is a global specialist in cybersecurity and cloud infrastructure distribution, acting primarily as a value-added distributor rather than a software engineering or AI deployment consultancy. Their business model focuses on reselling vendor solutions and providing channel support rather than developing proprietary RAG systems or custom AI pipelines. Consequently, the firm does not align with the FDE investment thesis which targets bespoke AI engineering service providers."
152.0,SAVACO,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,56579.389,207,1754.112,True,"SAVACO is an established Belgian IT service provider with a strong focus on cloud infrastructure, data management, and digital transformation. Their deep technical expertise in Microsoft ecosystems, Azure cloud architecture, and data engineering positions them as a high-potential firm capable of pivoting to AI FDE, particularly in building enterprise-grade RAG pipelines and deploying AI agents for their existing blue-chip client base."
153.0,INTERXION BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,6209,U1,2024,56521.96,42,14847.076,False,"Interxion Belgium is primarily a carrier-neutral data center and colocation provider, focusing on physical infrastructure, connectivity, and data hosting rather than software development or AI engineering services. Their business model revolves around managing physical facility assets and network ecosystems, which falls outside the scope of AI Forward Deployed Engineering. Consequently, they do not possess the software-centric service delivery model required for this investment thesis."
154.0,CENTRUM VOOR INFORMATICA,Nein,Nein,Nein,Nein,Ja,BE,6202,U1,2024,56484.827,262,7958.429,False,"CENTRUM VOOR INFORMATICA is a dormant entity with no verifiable digital footprint, active service offerings, or evidence of technical team operations. It does not demonstrate the required engineering capacity, AI expertise, or market presence necessary to satisfy the Forward Deployed Engineering investment thesis. Consequently, it fails to meet the criteria for a high-potential pivot into AI-driven enterprise applications."
155.0,G DATA CYBERDEFENSE AG,Nein,Nein,Nein,Nein,Nein,DE,6202,C2,2024,56049.48918,531,8647.22657,False,"G DATA CyberDefense AG is a legacy cybersecurity product company focused on endpoint protection and security software, rather than a services-led engineering firm. While they incorporate AI for malware detection within their own product suite, they do not function as an FDE consultancy or provide custom AI/RAG deployment services to enterprise clients. Their business model is centered on proprietary software licensing rather than the 'Forward Deployed Engineering' pivot capability required by the investment thesis."
156.0,STAR FINANZ-SOFTWARE ENTWICKLUNG UND VERTRIEBS GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,55993.00745,318,3557.22323,False,"Star Finanz is a specialized software house focused primarily on banking infrastructure, specifically developing the 'StarMoney' financial management software and electronic banking interfaces for the German Sparkassen-Finanzgruppe. Their business model revolves around maintaining legacy banking APIs and proprietary retail financial products rather than deploying generative AI or custom AI engineering workflows. Given their narrow, highly regulated focus on core banking infrastructure, they lack the agility and mandate required for an AI Forward Deployed Engineering investment."
157.0,1ST SOLUTION CONSULTING GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,55659.87308,104,2212.46733,False,"1st Solution Consulting GmbH operates primarily as a traditional IT service provider and specialized SAP consultancy focusing on enterprise resource planning, cloud infrastructure, and business process optimization. Their current service portfolio lacks evidence of dedicated AI engineering, custom LLM fine-tuning, or proprietary RAG workflow deployment. Given their deep specialization in legacy ERP and standard enterprise IT support, they fall outside the 'AI Forward Deployed Engineering' focus for this investment thesis."
158.0,NVIDIA ARC GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,55608.96091,158,7898.25838,False,"NVIDIA ARC GMBH appears to be a subsidiary entity primarily focused on legal/corporate holding structures or administration rather than an operational B2B software engineering consultancy. The entity lacks a public-facing digital footprint indicating active software development, AI pipeline deployment, or technical consulting services. Consequently, it fails the qualification criteria for an AI Forward Deployed Engineering firm."
159.0,PROTIME,Nein,Nein,Nein,Nein,Nein,BE,4666,U1,2024,55484.233,310,7595.815,False,"Protime is a specialized provider of workforce management software and time-tracking solutions rather than a bespoke AI engineering or software consultancy. Their business model is centered on proprietary SaaS product delivery in the HR tech space, which does not align with the FDE investment thesis of deploying custom AI pipelines or multi-agent workflows for enterprise clients. Furthermore, their NACE code 4666 (wholesale of other office machinery and equipment) indicates a focus on hardware and integrated equipment distribution rather than high-end software engineering."
160.0,HISOLUTIONS AG,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2024,55448.86073,362,5587.729,True,"HiSolutions AG is a highly specialized German IT consultancy with a strong focus on cybersecurity, risk management, and complex enterprise infrastructure, which provides the high-trust, high-compliance environment necessary for AI integration. While their roots are in security, their technical depth in high-stakes systems and digital transformation aligns well with the transition toward deploying secure, enterprise-grade AI pipelines. Their expertise in GRC (Governance, Risk, and Compliance) makes them an ideal candidate for scaling 'safe' AI applications for regulated industries in the DACH region."
161.0,IGZ INGENIEURGESELLSCHAFT FUER LOGISTISCHE INFORMATIONSSYSTEME MBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,55254.68247,800,10292.3439,True,"IGZ is a high-end specialist in SAP-integrated logistics and manufacturing software (EWM/MFS) with deep engineering expertise in complex automated warehouse systems. Their track record of integrating hardware-level robotics with high-level software stacks provides the perfect technical foundation to deploy AI-driven logistics optimization and autonomous decision-making agents. While their current focus is traditional industrial automation, their deep integration capabilities and domain expertise represent a high-potential target for scaling specialized AI industrial pipelines."
162.0,FLEXSO,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,55174.739,129,2057.221,True,"FLEXSO is a highly specialized SAP consultancy with significant technical depth in cloud architecture, data integration, and intelligent automation. They have already pivoted towards AI through the deployment of SAP Business AI and custom generative AI integrations for complex enterprise environments. Their established track record in high-end technical architecture makes them a prime candidate for the AI Forward Deployed Engineering thesis as they bridge SAP core data with modern AI agentic workflows."
163.0,ERI BANCAIRE LUXEMBOURG S.A.,Nein,Nein,Nein,Nein,Nein,LU,6201,C2,2024,55162.287,n.v.,12872.868,False,"ERI BANCAIRE LUXEMBOURG S.A. is a specialized software vendor primarily focused on the development and maintenance of the Olympic Banking System, a core banking platform. Their business model revolves around maintaining a monolithic proprietary financial suite rather than offering agile, forward-deployed engineering services for AI or machine learning integration. They do not demonstrate the necessary pivot to modern AI/LLM deployment pipelines, making them a poor fit for an FDE-focused investment thesis."
164.0,DIAMANT SOFTWARE GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,53374.91134,319,12645.65308,False,"Diamant Software GmbH is a long-standing German vendor of specialized ERP and accounting software for mid-sized enterprises. Their business model focuses on maintaining a proprietary, legacy-oriented finance platform rather than providing modern custom AI deployment or general software engineering consultancy services. As a product-centric software firm rather than an AI-native engineering consultancy, they do not align with the FDE thesis."
165.0,I N F O D A S GESELLSCHAFT FUER SYSTEMENTWICKLUNG UND INFORMATIONSVERARBEITUNG MBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2024,54962.10654,236,7073.7638,True,"INFODAS is a high-end German cybersecurity and IT consultancy specializing in high-security, classified environments, which provides a strong foundation for deploying sensitive AI workflows. Their established role as a secure systems integrator for defense and government sectors allows for a high-value pivot into bespoke, secure AI deployment and RAG infrastructure. Their deep expertise in information security and system architecture makes them a prime candidate for the high-trust AI implementation segment."
166.0,SIGNPOST BELGIE,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,54851.974,106,2589.801,False,"Signpost Belgie focuses primarily on the education sector, specializing in the distribution of IT hardware (laptops, tablets, interactive screens) and managed IT services for schools. While they provide software support for educational platforms, their core business model is centered on hardware procurement and basic IT infrastructure rather than high-end custom AI engineering, RAG development, or complex machine learning pipeline orchestration."
167.0,GRABARZ & PARTNER WERBEAGENTUR GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2023,51400.83995,188,2028.28251,False,"Grabarz & Partner is a traditional, creative-led advertising and communications agency rather than an enterprise software or AI engineering firm. While their NACE code 6202 relates to IT consultancy, their core operations are focused on brand strategy, creative campaigns, and marketing services. They lack the technical DNA, engineering depth, and focus on AI/ML architecture required to execute a Forward Deployed Engineering investment strategy."
168.0,GTT COMMUNICATIONS GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,54411.08941,49,7121.55307,False,"GTT Communications GmbH operates primarily as a global managed network and wide area networking (WAN) provider, focusing on infrastructure and cloud connectivity rather than software engineering. Their service portfolio is centered on telecommunications, managed SD-WAN, and enterprise security rather than the custom AI/ML pipeline development required by the thesis. They do not possess the core software engineering competency or the strategic focus necessary to pivot into a specialized AI Forward Deployed Engineering model."
169.0,ALTIUM EUROPE GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2023,51962.85532,108,3085.21729,False,"Altium Europe GmbH is the German subsidiary of Altium Ltd, a software company primarily focused on electronic design automation (EDA) tools for PCB design and circuit development. Their core offering is proprietary software suites for hardware engineering rather than providing forward-deployed AI engineering services or custom AI system integration for enterprises. As a product-centric software vendor rather than an AI-focused consultancy or custom engineering firm, they do not align with the investment thesis."
170.0,SMARTRAC TECHNOLOGY GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,54250.611269,90,7516.70706,False,"SMARTRAC TECHNOLOGY GMBH primarily specializes in the development and manufacturing of RFID transponders, inlays, and related IoT solutions. While NACE 6201 suggests software, their core offering is heavily hardware-centric with software supporting their physical products. The company does not provide custom AI deployment, RAG systems, or multi-agent workflows, nor does it present as a high-potential custom software development firm poised for an AI scaling pivot. Therefore, it does not align with our 'AI Forward Deployed Engineering' investment thesis."
171.0,REVEVOL S.A R.L.,Nein,Nein,Nein,Nein,Nein,LU,6202,C2,2024,54068.944,150,4711.995,True,"Revevol is a prominent Google Cloud Premier Partner specializing in digital transformation and workspace modernization. Given their deep expertise in Google Cloud Platform architecture and their focus on cloud-native application development, they possess the technical infrastructure and engineering pedigree required to pivot toward scaling AI deployment and RAG-based enterprise solutions. Their long-standing enterprise partnership with Google positions them favorably to integrate Vertex AI and Gemini models into client workflows."
172.0,ALFAPEOPLE APS,Nein,Nein,Nein,Nein,Nein,DK,6202,C2,2024,53620.822807731,575,5584.60680208689,True,"AlfaPeople is a high-end Microsoft Dynamics 365 partner with deep technical expertise in complex enterprise resource planning and cloud architecture. Given their current role as an implementation partner for the Microsoft ecosystem, they are ideally positioned to act as a bridge for deploying Azure OpenAI services and Copilot integrations into enterprise workflows. Their existing focus on high-value digital transformation and established technical infrastructure makes them a strong candidate for pivoting into an AI Forward Deployed Engineering model."
173.0,NETCONOMY GMBH,Nein,Nein,Nein,Nein,Nein,AT,6209,U1,2024,53611.17416,n.v.,8469.70118,True,"NETCONOMY is a specialized digital transformation firm with deep expertise in cloud-native software engineering and SAP CX integration, providing the exact architectural foundation required for AI FDE. They actively focus on data-driven retail and service modernization, making them well-positioned to implement RAG and AI-driven workflow automation. Their strong technical heritage in complex enterprise systems provides the necessary engineering rigor to transition from traditional cloud consultancy to advanced AI deployment."
174.0,GARTNER BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,53451.32,81,2973.734,False,"Gartner Belgium is the regional office of a global research and advisory firm focused on strategic consulting and market analysis rather than custom software engineering or AI deployment. As a management consultancy, their business model centers on intellectual property and research dissemination rather than the development of AI pipelines, RAG systems, or proprietary software architecture. They fall outside our scope of technical service providers capable of executing forward-deployed engineering."
175.0,QUALCOMM TECHNOLOGIES GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,49597.0,204,10453.0,False,"QUALCOMM TECHNOLOGIES GMBH is a subsidiary of Qualcomm Incorporated, primarily focused on semiconductor engineering, wireless communication technologies, and hardware-software integration for mobile platforms. While they are a global leader in AI-enabled hardware and edge processing, their business model centers on chipsets and IP licensing rather than providing bespoke AI deployment, custom RAG systems, or enterprise software consultancy services. They fall outside the investment thesis of a boutique Forward Deployed Engineering firm as they are a massive R&D-heavy hardware/IP powerhouse."
176.0,CERENCE GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2022,51843.3672,386,2841.97232,False,"Cerence GmbH is primarily focused on the automotive software sector, specializing in voice-activated AI interfaces and connected car platforms. While they utilize AI, their business model is built around proprietary, vertical-specific SaaS and embedded solutions for the automotive industry rather than providing the broader 'Forward Deployed Engineering' services defined by our thesis. As a product-centric organization rather than an AI implementation consultancy, they do not align with our strategy of investing in the engineering infrastructure layer for custom enterprise AI pipelines."
177.0,OMADA A/S,Nein,Nein,Nein,Nein,Nein,DK,6201,C2,2025,47003.646222645,265,1727.9304241914,False,Omada A/S is a legacy provider specializing in Identity Governance and Administration (IGA) software and solutions. Their business model is centered on a proprietary enterprise product rather than providing the custom AI-forward deployed engineering services or bespoke AI pipeline integration required by the thesis. They do not fit the criteria for a consultancy or engineering firm pivoting into AI infrastructure services.
